Winning Player's 6 Pokemon,Losing Player's 6 Pokemon,Winning Team
Cresselia / Salamence / Landorus-Therian / Incineroar / Tapu Fini / Regieleki,Kommo-o / Rillaboom / Celesteela / Incineroar / Regieleki / Nihilego,0
Azumarill / Volcarona / Tornadus / Stakataka / Rillaboom / Urshifu-Single-Strike,Spectrier / Amoonguss / Nihilego / Rillaboom / Incineroar / Urshifu-Rapid-Strike,0
Incineroar / Urshifu-Rapid-Strike / Rillaboom / Regieleki / Tsareena / Moltres-Galar,Tapu Lele / Drifblim / Naganadel / Amoonguss / Urshifu-Rapid-Strike / Heatran,0
Urshifu-Single-Strike / Crobat / Landorus / Tapu Koko / Lilligant / Torkoal,Primarina / Incineroar / Nidoking / Pelipper / Regieleki / Kartana,0
Rillaboom / Urshifu-Rapid-Strike / Incineroar / Regieleki / Landorus / Togekiss,Gardevoir / Amoonguss / Moltres-Galar / Urshifu-Rapid-Strike / Incineroar / Registeel,0
Suicune / Sylveon / Amoonguss / Entei / Rillaboom / Latios,Tapu Lele / Urshifu-Rapid-Strike / Naganadel / Heatran / Amoonguss / Drifblim,0
Cresselia / Politoed / Tapu Bulu / Escavalier / Thundurus-Therian / Incineroar,Tapu Lele / Urshifu-Rapid-Strike / Naganadel / Amoonguss / Heatran / Drifblim,0
Landorus / Tapu Fini / Stakataka / Zapdos / Incineroar / Rillaboom,Zapdos-Galar / Raichu / Incineroar / Ferrothorn / Tapu Fini / Garchomp,0
Celesteela / Regieleki / Urshifu-Single-Strike / Amoonguss / Incineroar / Landorus,Primarina / Pelipper / Kartana / Regieleki / Zapdos-Galar / Incineroar,0
Ferrothorn / Nihilego / Suicune / Landorus-Therian / Urshifu-Single-Strike / Indeedee-F,Whimsicott / Tapu Lele / Urshifu-Rapid-Strike / Cinderace / Nihilego / Spectrier,0
Volcarona / Scolipede / Golisopod / Scizor / Scyther / Galvantula,Ninetales-Alola / Tapu Fini / Gardevoir / Grimmsnarl / Tapu Bulu / Clefable,0
Urshifu-Rapid-Strike / Whimsicott / Heatran / Gengar / Rillaboom / Tapu Lele,Torkoal / Lilligant / Indeedee-F / Hatterene / Stakataka / Landorus-Therian,0
Nihilego / Togekiss / Rillaboom / Urshifu-Rapid-Strike / Volcarona / Raichu,Indeedee-F / Stakataka / Torkoal / Venusaur / Zapdos / Grimmsnarl,0
Landorus-Therian / Regieleki / Rillaboom / Tapu Fini / Celesteela / Spectrier,Snom / Mimikyu / Vulpix-Alola / Rowlet / Slowpoke / Vaporeon,0
Ninetales-Alola / Stakataka / Nidoqueen / Rillaboom / Incineroar / Urshifu-Rapid-Strike,Goodra / Tsareena / Tornadus / Urshifu-Rapid-Strike / Incineroar / Landorus,0
Landorus / Incineroar / Rillaboom / Whimsicott / Stakataka / Zapdos,Heatran / Arctozolt / Rillaboom / Urshifu-Rapid-Strike / Ninetales-Alola / Landorus-Therian,0
Incineroar / Rillaboom / Spectrier / Urshifu-Rapid-Strike / Stakataka / Amoonguss,Whimsicott / Urshifu-Rapid-Strike / Togekiss / Rillaboom / Incineroar / Nihilego,0
Dragonite / Incineroar / Amoonguss / Porygon2 / Rillaboom / Stakataka,Tsareena / Urshifu-Rapid-Strike / Incineroar / Butterfree / Ninetales-Alola / Landorus,0
Politoed / Kingdra / Zapdos / Incineroar / Kartana / Whimsicott,Celesteela / Politoed / Regieleki / Tsareena / Urshifu-Rapid-Strike / Incineroar,0
Togekiss / Urshifu-* / Rillaboom / Garchomp / Entei / Nihilego,Tapu Fini / Ferrothorn / Incineroar / Zapdos-Galar / Nidoqueen / Porygon2,0
Tsareena / Celesteela / Tapu Fini / Whimsicott / Heatran / Nihilego,Suicune / Amoonguss / Entei / Rillaboom / Togekiss / Landorus,0
Goodra / Sylveon / Entei / Rillaboom / Urshifu-Rapid-Strike / Gengar,Incineroar / Urshifu-Rapid-Strike / Rillaboom / Kommo-o / Celesteela / Regieleki,0
Incineroar / Rillaboom / Urshifu-Rapid-Strike / Amoonguss / Spectrier / Stakataka,Landorus / Sylveon / Suicune / Entei / Amoonguss / Rillaboom,0
Sylveon / Moltres-Galar / Incineroar / Urshifu-Rapid-Strike / Rillaboom / Amoonguss,Rillaboom / Urshifu-Rapid-Strike / Incineroar / Regieleki / Landorus / Togekiss,0
Kommo-o / Amoonguss / Nihilego / Incineroar / Tapu Fini / Rillaboom,Cresselia / Politoed / Tapu Bulu / Escavalier / Thundurus-Therian / Incineroar,0
Regieleki / Tapu Koko / Zapdos-Galar / Tornadus / Entei / Urshifu-Single-Strike,Tsareena / Landorus / Entei / Suicune / Regieleki / Celesteela,0
Spectrier / Amoonguss / Nihilego / Rillaboom / Incineroar / Urshifu-Rapid-Strike,Urshifu-Rapid-Strike / Crobat / Landorus / Rillaboom / Duraludon / Incineroar,0
Togekiss / Urshifu-Rapid-Strike / Rillaboom / Garchomp / Entei / Nihilego,Tapu Fini / Ferrothorn / Incineroar / Zapdos-Galar / Nidoqueen / Porygon2,0
Ninetales-Alola / Stakataka / Nidoqueen / Rillaboom / Incineroar / Urshifu-Rapid-Strike,Tyranitar / Incineroar / Tapu Koko / Landorus / Amoonguss / Suicune,0
Tsareena / Entei / Regieleki / Urshifu-Single-Strike / Suicune / Cresselia,Cresselia / Politoed / Tapu Bulu / Escavalier / Thundurus-Therian / Incineroar,0
Kommo-o / Amoonguss / Nihilego / Incineroar / Tapu Fini / Rillaboom,Landorus / Rillaboom / Porygon2 / Urshifu-Rapid-Strike / Incineroar / Sylveon,0
Gengar / Entei / Porygon2 / Regieleki / Urshifu-Rapid-Strike / Rillaboom,Mandibuzz / Entei / Nihilego / Indeedee-F / Kartana / Dracovish,0
Rillaboom / Urshifu-Rapid-Strike / Sylveon / Landorus / Indeedee-F / Incineroar,Incineroar / Rillaboom / Urshifu-Rapid-Strike / Stakataka / Landorus / Porygon2,0
Articuno-Galar / Urshifu-Rapid-Strike / Incineroar / Regieleki / Rillaboom / Sylveon,Landorus / Regieleki / Entei / Rillaboom / Urshifu-Rapid-Strike / Grimmsnarl,0
Gengar / Whimsicott / Nihilego / Urshifu-Single-Strike / Incineroar / Tsareena,Incineroar / Urshifu-Rapid-Strike / Rillaboom / Nihilego / Mamoswine / Zapdos,0
,,0
Scream Tail / Flutter Mane / Amoonguss / Palafin / Gothitelle / Arcanine,Sunflora / Torkoal / Mimikyu / Garganacl / Slither Wing / Scizor,0
Gastrodon / Iron Hands / Roaring Moon / Amoonguss / Arcanine / Scizor,Flutter Mane / Iron Bundle / Dragonite / Rotom-Wash / Gyarados / Amoonguss,0
Tyranitar / Lycanroc / Great Tusk / Talonflame / Amoonguss / Iron Bundle,Flutter Mane / Skeledirge / Meowscarada / Hydreigon / Kingambit / Amoonguss,0
Garganacl / Gholdengo / Iron Hands / Armarouge / Indeedee-F / Brute Bonnet,Hariyama / Farigiraf / Torkoal / Kingambit / Hatterene / Meowscarada,0
Great Tusk / Talonflame / Flutter Mane / Kingambit / Iron Bundle / Amoonguss,Garganacl / Tinkaton / Kingambit / Dragonite / Slither Wing / Palafin,0
Great Tusk / Talonflame / Iron Bundle / Flutter Mane / Kingambit / Glimmora,Roaring Moon / Flutter Mane / Skeledirge / Kingambit / Hariyama / Iron Bundle,0
Amoonguss / Dragonite / Iron Hands / Pelipper / Baxcalibur / Palafin,Garchomp / Iron Jugulis / Arcanine / Palafin / Amoonguss / Kingambit,0
Dondozo / Tatsugiri / Gholdengo / Talonflame / Brute Bonnet / Pawmot,Annihilape / Armarouge / Maushold / Torkoal / Flutter Mane / Brute Bonnet,0
Tyranitar / Lycanroc / Iron Bundle / Arcanine / Amoonguss / Farigiraf,Roaring Moon / Iron Bundle / Tauros-Paldea-Blaze / Kingambit / Sylveon / Sandy Shocks,0
Pelipper / Iron Bundle / Sylveon / Drednaw / Kingambit / Talonflame,Dragonite / Scizor / Flutter Mane / Iron Bundle / Sandy Shocks / Arcanine,0
Arcanine / Iron Hands / Kingambit / Palafin / Amoonguss / Gothitelle,Kingambit / Dondozo / Tatsugiri / Flutter Mane / Glimmora / Iron Moth,0
Farigiraf / Iron Hands / Torkoal / Sylveon / Kingambit / Annihilape,Kingambit / Iron Bundle / Iron Hands / Flutter Mane / Gholdengo / Tauros-Paldea-Blaze,0
Iron Hands / Garganacl / Gothitelle / Meowscarada / Amoonguss / Flutter Mane,Roaring Moon / Amoonguss / Flutter Mane / Arcanine / Iron Bundle / Kingambit,0
Iron Bundle / Mimikyu / Iron Hands / Arcanine / Amoonguss / Tyranitar,Roaring Moon / Amoonguss / Talonflame / Sylveon / Great Tusk / Kingambit,0
Dondozo / Tatsugiri / Talonflame / Gholdengo / Iron Hands / Brute Bonnet,Lumineon / Pelipper / Pawmot / Palossand / Tauros-Paldea-Aqua / Toxtricity,0
Torkoal / Farigiraf / Arboliva / Great Tusk / Amoonguss / Garganacl,Tatsugiri / Dondozo / Annihilape / Flamigo / Cetitan / Maushold,0
Sandy Shocks / Maushold / Blissey / Breloom / Toxicroak / Houndoom,Baxcalibur / Volcarona / Meowscarada / Mimikyu / Sandy Shocks / Garganacl,0
Kingambit / Garganacl / Iron Bundle / Flutter Mane / Great Tusk / Roaring Moon,Amoonguss / Dragonite / Great Tusk / Iron Bundle / Gholdengo / Talonflame,0
Roaring Moon / Iron Bundle / Iron Hands / Volcarona / Garganacl / Gholdengo,Roaring Moon / Annihilape / Dragonite / Salazzle / Amoonguss / Rotom-Wash,0
Iron Hands / Talonflame / Amoonguss / Dondozo / Tatsugiri / Gholdengo,Florges / Iron Hands / Amoonguss / Kingambit / Iron Bundle / Great Tusk,0
Great Tusk / Dragapult / Iron Bundle / Armarouge / Sylveon / Kingambit,Arcanine / Great Tusk / Iron Bundle / Amoonguss / Flutter Mane / Iron Hands,0
Iron Hands / Sandy Shocks / Flutter Mane / Espathra / Amoonguss / Arcanine,Indeedee-F / Armarouge / Grimmsnarl / Brute Bonnet / Iron Hands / Azumarill,0
Meowscarada / Gholdengo / Sylveon / Amoonguss / Dragonite / Talonflame,Grimmsnarl / Arcanine / Iron Hands / Gastrodon / Sylveon / Corviknight,0
Iron Bundle / Iron Hands / Flutter Mane / Baxcalibur / Arcanine / Garganacl,Iron Moth / Flutter Mane / Kingambit / Gothitelle / Talonflame / Amoonguss,0
Iron Bundle / Sableye / Iron Hands / Volcarona / Amoonguss / Kingambit,Talonflame / Flutter Mane / Brute Bonnet / Dondozo / Tatsugiri / Great Tusk,0
Roaring Moon / Indeedee-F / Kingambit / Armarouge / Volcarona / Iron Hands,Flutter Mane / Dondozo / Tatsugiri / Iron Moth / Kingambit / Glimmora,0
Torkoal / Hatterene / Kingambit / Hariyama / Armarouge / Indeedee,Dondozo / Tatsugiri / Talonflame / Gholdengo / Pawmot / Great Tusk,0
Pawmot / Azumarill / Amoonguss / Roaring Moon / Gholdengo / Arcanine,Armarouge / Indeedee-F / Iron Bundle / Kingambit / Gyarados / Great Tusk,0
Palafin / Scream Tail / Flutter Mane / Amoonguss / Arcanine / Gothitelle,Indeedee-F / Flutter Mane / Iron Hands / Iron Bundle / Brute Bonnet / Armarouge,0
Tatsugiri / Roaring Moon / Dondozo / Iron Hands / Gholdengo / Brute Bonnet,Dondozo / Tatsugiri / Murkrow / Annihilape / Gholdengo / Amoonguss,0
Scizor / Farigiraf / Great Tusk / Talonflame / Iron Bundle / Amoonguss,Pelipper / Drednaw / Gholdengo / Dragapult / Sylveon / Clodsire,0
Flutter Mane / Dondozo / Tatsugiri / Iron Hands / Palafin / Dragonite,Iron Thorns / Iron Treads / Roaring Moon / Flutter Mane / Rotom-Heat / Murkrow,0
Indeedee-F / Armarouge / Palafin / Amoonguss / Kingambit / Flutter Mane,Dragonite / Houndstone / Flutter Mane / Iron Bundle / Garchomp / Volcarona,0
Gardevoir / Kingambit / Garchomp / Iron Moth / Gyarados / Amoonguss,Great Tusk / Talonflame / Flutter Mane / Kingambit / Amoonguss / Dragonite,0
Baxcalibur / Tauros-Paldea-Aqua / Flutter Mane / Skeledirge / Kingambit / Amoonguss,Gholdengo / Talonflame / Garchomp / Skeledirge / Iron Valiant / Gardevoir,0
Garchomp / Iron Jugulis / Kingambit / Amoonguss / Arcanine / Palafin,Scream Tail / Flutter Mane / Amoonguss / Palafin / Gothitelle / Arcanine,0
Roaring Moon / Flutter Mane / Skeledirge / Kingambit / Hariyama / Iron Bundle,Tyranitar / Lycanroc / Garchomp / Talonflame / Amoonguss / Iron Bundle,0
Iron Bundle / Great Tusk / Indeedee-F / Armarouge / Grimmsnarl / Kingambit,Hariyama / Farigiraf / Torkoal / Kingambit / Hatterene / Meowscarada,0
Gallade / Indeedee-F / Slither Wing / Grimmsnarl / Armarouge / Sandy Shocks,Grimmsnarl / Arcanine / Iron Hands / Gastrodon / Sylveon / Corviknight,0
Skeledirge / Eelektross / Espeon / Gastrodon / Grimmsnarl / Roaring Moon,Sunflora / Torkoal / Mimikyu / Garganacl / Slither Wing / Scizor,0
Iron Bundle / Gholdengo / Garganacl / Palafin / Amoonguss / Iron Hands,Abomasnow / Iron Bundle / Murkrow / Great Tusk / Arcanine / Baxcalibur,0
Iron Bundle / Indeedee-F / Armarouge / Scizor / Roaring Moon / Great Tusk,Pawmot / Glimmora / Meowscarada / Houndstone / Tyranitar / Iron Bundle,0
Iron Moth / Florges / Palafin / Talonflame / Brute Bonnet / Great Tusk,Iron Bundle / Indeedee-F / Armarouge / Flutter Mane / Torkoal / Gholdengo,0
Armarouge / Indeedee-F / Torkoal / Brute Bonnet / Iron Hands / Ditto,Indeedee-F / Dondozo / Tatsugiri / Armarouge / Maushold / Annihilape,0
Armarouge / Indeedee-F / Torkoal / Brute Bonnet / Iron Hands / Ditto,Armarouge / Indeedee-F / Dondozo / Tatsugiri / Iron Hands / Brute Bonnet,0
Flutter Mane / Torkoal / Oranguru / Iron Hands / Arcanine / Roaring Moon,Jumpluff / Torkoal / Flutter Mane / Talonflame / Iron Hands / Garchomp,0
Pelipper / Iron Bundle / Drednaw / Talonflame / Amoonguss / Breloom,Roaring Moon / Amoonguss / Talonflame / Sylveon / Great Tusk / Kingambit,0
Indeedee-F / Armarouge / Torkoal / Great Tusk / Flutter Mane / Brute Bonnet,Talonflame / Great Tusk / Iron Bundle / Dragonite / Gholdengo / Amoonguss,0
Amoonguss / Dragonite / Iron Hands / Pelipper / Palafin / Baxcalibur,Dondozo / Tatsugiri / Flutter Mane / Pelipper / Meowscarada / Gholdengo,0
Amoonguss / Dragonite / Iron Hands / Pelipper / Palafin / Baxcalibur,Dondozo / Tatsugiri / Flutter Mane / Pelipper / Meowscarada / Gholdengo,0
Tatsugiri / Roaring Moon / Dondozo / Iron Hands / Gholdengo / Arcanine,Armarouge / Indeedee-F / Torkoal / Amoonguss / Iron Hands / Ditto,0
Arcanine / Amoonguss / Palafin / Mimikyu / Iron Hands / Grimmsnarl,Armarouge / Indeedee-F / Torkoal / Amoonguss / Iron Hands / Ditto,0
Pikachu / Iron Bundle / Armarouge / Indeedee-F / Annihilape / Maushold,Maushold / Gholdengo / Roaring Moon / Annihilape / Iron Bundle / Arcanine,0
Gholdengo / Murkrow / Arcanine / Palafin / Amoonguss / Hydreigon,Flutter Mane / Dondozo / Tatsugiri / Iron Moth / Kingambit / Glimmora,0
Tauros-Paldea-Aqua / Garganacl / Iron Moth / Iron Valiant / Meowscarada / Gholdengo,Iron Moth / Flutter Mane / Kingambit / Gothitelle / Talonflame / Amoonguss,0
Talonflame / Pawmot / Gholdengo / Arcanine / Dondozo / Tatsugiri,Tatsugiri / Dondozo / Pawmot / Garchomp / Talonflame / Flutter Mane,0
Talonflame / Flutter Mane / Brute Bonnet / Dondozo / Tatsugiri / Great Tusk,Meowscarada / Flutter Mane / Iron Hands / Iron Moth / Amoonguss / Iron Bundle,0
Rotom-Heat / Gastrodon / Amoonguss / Great Tusk / Roaring Moon / Gholdengo,Talonflame / Iron Hands / Great Tusk / Rotom-Wash / Scizor / Flutter Mane,0
Annihilape / Sylveon / Sableye / Roaring Moon / Amoonguss / Gholdengo,Tatsugiri / Dondozo / Annihilape / Flamigo / Cetitan / Maushold,0
Armarouge / Amoonguss / Torkoal / Indeedee-F / Iron Hands / Flutter Mane,Maushold / Volcarona / Iron Valiant / Meowscarada / Grimmsnarl / Flutter Mane,0
Meowscarada / Gholdengo / Sylveon / Amoonguss / Dragonite / Talonflame,Talonflame / Espathra / Iron Bundle / Hydreigon / Sandy Shocks / Tsareena,0
Iron Bundle / Armarouge / Indeedee-F / Iron Hands / Meowscarada / Tauros-Paldea-Aqua,Palafin / Scream Tail / Amoonguss / Arcanine / Gothitelle / Annihilape,0
Iron Bundle / Sableye / Iron Hands / Volcarona / Amoonguss / Kingambit,Grimmsnarl / Arcanine / Iron Hands / Gastrodon / Sylveon / Corviknight,0
Arcanine / Tyranitar / Amoonguss / Gastrodon / Roaring Moon / Flutter Mane,Maushold / Annihilape / Indeedee-F / Armarouge / Roaring Moon / Iron Bundle,0
Annihilape / Maushold / Great Tusk / Talonflame / Roaring Moon / Gholdengo,Dondozo / Tatsugiri / Murkrow / Annihilape / Gholdengo / Amoonguss,0
Mimikyu / Roaring Moon / Gholdengo / Iron Bundle / Garganacl / Slither Wing,Iron Bundle / Pincurchin / Dragonite / Iron Hands / Kingambit / Mimikyu,0
Iron Bundle / Indeedee-F / Armarouge / Tatsugiri / Dondozo / Abomasnow,Dragonite / Flutter Mane / Iron Bundle / Garchomp / Volcarona / Gholdengo,0
Arcanine / Roaring Moon / Iron Bundle / Amoonguss / Iron Hands / Farigiraf,Flutter Mane / Gholdengo / Pelipper / Floatzel / Amoonguss / Dragonite,0
Flutter Mane / Amoonguss / Arcanine / Iron Hands / Gothitelle / Iron Bundle,Palafin / Iron Jugulis / Pelipper / Amoonguss / Mimikyu / Iron Hands,0
Talonflame / Great Tusk / Flutter Mane / Iron Bundle / Gholdengo / Kingambit,Pelipper / Palafin / Brute Bonnet / Gholdengo / Iron Hands / Flutter Mane,0
Flutter Mane / Dondozo / Armarouge / Indeedee-F / Iron Bundle / Tatsugiri,Indeedee-F / Armarouge / Torkoal / Great Tusk / Flutter Mane / Brute Bonnet,0
Tyranitar / Iron Bundle / Lycanroc / Amoonguss / Great Tusk / Talonflame,Skeledirge / Eelektross / Espeon / Gastrodon / Grimmsnarl / Roaring Moon,0
Gastrodon / Iron Hands / Roaring Moon / Amoonguss / Arcanine / Scizor,Pawmot / Glimmora / Meowscarada / Houndstone / Tyranitar / Iron Bundle,0
Iron Bundle / Gholdengo / Garganacl / Palafin / Amoonguss / Iron Hands,Hariyama / Farigiraf / Torkoal / Kingambit / Lilligant / Meowscarada,0
Espathra / Sandy Shocks / Garganacl / Talonflame / Amoonguss / Great Tusk,Scream Tail / Flutter Mane / Amoonguss / Palafin / Gothitelle / Arcanine,0
Palafin / Great Tusk / Roaring Moon / Gholdengo / Volcarona / Flutter Mane,Iron Moth / Florges / Palafin / Talonflame / Brute Bonnet / Great Tusk,0
Tyranitar / Talonflame / Great Tusk / Arcanine / Gholdengo / Amoonguss,Roaring Moon / Iron Bundle / Annihilape / Maushold / Arcanine / Sylveon,0
Kingambit / Dondozo / Tatsugiri / Flutter Mane / Glimmora / Iron Moth,Dragonite / Baxcalibur / Palafin / Iron Hands / Amoonguss / Pelipper,0
Roaring Moon / Iron Bundle / Tauros-Paldea-Blaze / Kingambit / Sylveon / Sandy Shocks,Garchomp / Corviknight / Roaring Moon / Volcarona / Rotom-Wash / Sylveon,0
Armarouge / Indeedee-F / Torkoal / Brute Bonnet / Iron Hands / Ditto,Talonflame / Great Tusk / Iron Bundle / Dragonite / Gholdengo / Amoonguss,0
Grimmsnarl / Iron Hands / Indeedee-F / Armarouge / Annihilape / Amoonguss,Murkrow / Gholdengo / Gardevoir / Garchomp / Kilowattrel / Iron Bundle,0
Farigiraf / Iron Hands / Torkoal / Sylveon / Kingambit / Annihilape,Palafin / Scream Tail / Flutter Mane / Amoonguss / Arcanine / Gothitelle,0
Iron Hands / Brute Bonnet / Stonjourner / Flutter Mane / Armarouge / Indeedee-F,Dragonite / Scizor / Dondozo / Tatsugiri / Flutter Mane / Iron Moth,0
Dragonite / Maushold / Flutter Mane / Kingambit / Great Tusk / Iron Bundle,Kingambit / Flutter Mane / Iron Bundle / Dragonite / Great Tusk / Maushold,0
Talonflame / Garchomp / Brute Bonnet / Iron Bundle / Flutter Mane / Farigiraf,Grimmsnarl / Arcanine / Iron Hands / Gastrodon / Sylveon / Corviknight,0
Pelipper / Amoonguss / Iron Hands / Dragonite / Baxcalibur / Palafin,Torkoal / Farigiraf / Arboliva / Great Tusk / Amoonguss / Garganacl,0
Iron Hands / Talonflame / Amoonguss / Dondozo / Tatsugiri / Gholdengo,Indeedee-F / Armarouge / Grimmsnarl / Iron Hands / Azumarill / Gholdengo,0
Roaring Moon / Iron Bundle / Iron Hands / Great Tusk / Talonflame / Gholdengo,Sandy Shocks / Maushold / Blissey / Breloom / Toxicroak / Houndoom,0
Indeedee-F / Armarouge / Torkoal / Flutter Mane / Hariyama / Great Tusk,Great Tusk / Dragapult / Iron Bundle / Armarouge / Sylveon / Kingambit,0
Annihilape / Sylveon / Sableye / Roaring Moon / Amoonguss / Gholdengo,Iron Hands / Amoonguss / Pelipper / Palafin / Baxcalibur / Dragonite,0
Armarouge / Indeedee-F / Iron Hands / Garganacl / Gastrodon / Sylveon,Dragonite / Scream Tail / Amoonguss / Gothitelle / Arcanine / Flutter Mane,0
Annihilape / Gothitelle / Flutter Mane / Amoonguss / Roaring Moon / Arcanine,Maushold / Gholdengo / Iron Bundle / Dragonite / Great Tusk / Volcarona,0
Indeedee-F / Dondozo / Iron Hands / Tatsugiri / Armarouge / Maushold,Meowscarada / Gholdengo / Sylveon / Amoonguss / Dragonite / Talonflame,0
Great Tusk / Annihilape / Maushold / Arcanine / Iron Bundle / Flutter Mane,Baxcalibur / Volcarona / Meowscarada / Mimikyu / Sandy Shocks / Garganacl,0
Iron Bundle / Volcarona / Klefki / Amoonguss / Roaring Moon / Iron Hands,Palafin / Scream Tail / Flutter Mane / Amoonguss / Arcanine / Gothitelle,0
Indeedee-F / Armarouge / Hatterene / Kingambit / Hariyama / Torkoal,Murkrow / Annihilape / Gholdengo / Garganacl / Palafin / Maushold,0
Gastrodon / Kingambit / Flutter Mane / Iron Jugulis / Arcanine / Great Tusk,Baxcalibur / Tauros-Paldea-Aqua / Flutter Mane / Skeledirge / Kingambit / Amoonguss,0
Iron Bundle / Indeedee-F / Armarouge / Tatsugiri / Dondozo / Abomasnow,Iron Bundle / Pincurchin / Dragonite / Iron Hands / Kingambit / Mimikyu,0
Iron Bundle / Gastrodon / Garganacl / Iron Hands / Arcanine / Mimikyu,Pelipper / Drednaw / Gholdengo / Dragapult / Sylveon / Clodsire,0
Amoonguss / Dragonite / Iron Bundle / Iron Hands / Kingambit / Scream Tail,Palafin / Scream Tail / Flutter Mane / Amoonguss / Arcanine / Gothitelle,0
Armarouge / Indeedee-F / Iron Bundle / Kingambit / Great Tusk / Talonflame,Mimikyu / Roaring Moon / Gholdengo / Iron Bundle / Garganacl / Slither Wing,0
Talonflame / Sylveon / Great Tusk / Tyranitar / Iron Bundle / Ceruledge,Great Tusk / Iron Bundle / Flutter Mane / Talonflame / Tyranitar / Gholdengo,0
Pyroar / Great Tusk / Garganacl / Cyclizar / Torkoal / Murkrow,Scizor / Farigiraf / Great Tusk / Talonflame / Iron Bundle / Amoonguss,0
Iron Bundle / Great Tusk / Dragonite / Kingambit / Armarouge / Indeedee-F,Dondozo / Tatsugiri / Murkrow / Annihilape / Gholdengo / Amoonguss,0
Roaring Moon / Flutter Mane / Skeledirge / Kingambit / Hariyama / Iron Bundle,Garganacl / Gholdengo / Iron Hands / Armarouge / Indeedee-F / Brute Bonnet,0
Iron Bundle / Gholdengo / Garganacl / Palafin / Amoonguss / Iron Hands,Volcarona / Roaring Moon / Great Tusk / Gholdengo / Palafin / Baxcalibur,0
Dondozo / Tatsugiri / Glimmora / Arcanine / Talonflame / Pawmot,Great Tusk / Talonflame / Iron Bundle / Flutter Mane / Kingambit / Glimmora,0
Flutter Mane / Iron Bundle / Dragonite / Rotom-Wash / Gyarados / Clodsire,Iron Bundle / Great Tusk / Indeedee-F / Armarouge / Grimmsnarl / Kingambit,0
Iron Moth / Florges / Talonflame / Brute Bonnet / Great Tusk / Azumarill,Garchomp / Iron Jugulis / Arcanine / Palafin / Amoonguss / Kingambit,0
Great Tusk / Talonflame / Gholdengo / Iron Bundle / Kingambit / Dragonite,Pawmot / Glimmora / Meowscarada / Houndstone / Tyranitar / Iron Bundle,0
Tyranitar / Talonflame / Great Tusk / Arcanine / Gholdengo / Amoonguss,Iron Bundle / Indeedee-F / Armarouge / Flutter Mane / Torkoal / Gholdengo,0
Dondozo / Tatsugiri / Iron Moth / Flutter Mane / Kingambit / Glimmora,Maushold / Kingambit / Dragonite / Iron Bundle / Great Tusk / Arcanine,0
Roaring Moon / Volcarona / Garchomp / Klefki / Iron Bundle / Corviknight,Maushold / Talonflame / Kingambit / Iron Bundle / Flutter Mane / Amoonguss,0
Indeedee-F / Armarouge / Torkoal / Hatterene / Kingambit / Hariyama,Indeedee-F / Armarouge / Iron Hands / Brute Bonnet / Torkoal / Flutter Mane,0
Armarouge / Indeedee-F / Torkoal / Brute Bonnet / Iron Hands / Ditto,Roaring Moon / Iron Bundle / Tauros-Paldea-Blaze / Kingambit / Sylveon / Sandy Shocks,0
Armarouge / Indeedee-F / Torkoal / Brute Bonnet / Iron Hands / Ditto,Roaring Moon / Iron Bundle / Tauros-Paldea-Blaze / Kingambit / Sylveon / Sandy Shocks,0
Iron Bundle / Great Tusk / Dragonite / Kingambit / Armarouge / Indeedee-F,Iron Hands / Brute Bonnet / Stonjourner / Flutter Mane / Armarouge / Indeedee-F,0
Grimmsnarl / Iron Bundle / Dragapult / Ceruledge / Meowscarada / Gholdengo,Dragonite / Maushold / Flutter Mane / Kingambit / Great Tusk / Iron Bundle,0
Dondozo / Tatsugiri / Glimmora / Maushold / Gholdengo / Roaring Moon,Farigiraf / Iron Hands / Roaring Moon / Amoonguss / Gholdengo / Arcanine,0
Iron Hands / Amoonguss / Pelipper / Palafin / Baxcalibur / Grimmsnarl,Oricorio-Pom-Pom / Volcarona / Flamigo / Torkoal / Lilligant / Amoonguss,0
Torkoal / Farigiraf / Arboliva / Great Tusk / Amoonguss / Garganacl,Annihilape / Gothitelle / Flutter Mane / Amoonguss / Roaring Moon / Arcanine,0
Iron Bundle / Iron Hands / Flutter Mane / Baxcalibur / Arcanine / Garganacl,Iron Hands / Amoonguss / Pelipper / Palafin / Baxcalibur / Dragonite,0
Torkoal / Flutter Mane / Gothitelle / Brute Bonnet / Great Tusk / Arcanine,Iron Hands / Flutter Mane / Amoonguss / Great Tusk / Talonflame / Iron Bundle,0
Flutter Mane / Iron Hands / Gogoat / Tauros-Paldea-Blaze / Roaring Moon / Gastrodon,Toxapex / Gothitelle / Palafin / Flutter Mane / Arcanine / Amoonguss,0
Grimmsnarl / Palafin / Tyranitar / Maushold / Baxcalibur / Ceruledge,Sandy Shocks / Maushold / Blissey / Breloom / Toxicroak / Houndoom,0
Iron Bundle / Annihilape / Great Tusk / Gyarados / Gholdengo / Vivillon,Flutter Mane / Iron Hands / Gogoat / Tauros-Paldea-Blaze / Roaring Moon / Gastrodon,0
Iron Hands / Kingambit / Gothitelle / Amoonguss / Clawitzer / Rotom-Heat,Indeedee-F / Armarouge / Torkoal / Flutter Mane / Hariyama / Great Tusk,0
Meowscarada / Gholdengo / Sylveon / Amoonguss / Dragonite / Talonflame,Slither Wing / Palafin / Pelipper / Amoonguss / Iron Moth / Iron Hands,0
